Node,Degree_centrality,First Author Score,Team Score,Last Author Score
"('GBIF:5386', 'Fabaceae')",0.3395669291338583,-0.008771929824561403,-0.23827534491188934,-0.27631578947368424
"('GBIF:8615', 'Salmonidae')",0.31496062992125984,-0.018292682926829267,-0.26898459034247885,-0.38414634146341464
"('GBIF:3065', 'Asteraceae')",0.3139763779527559,-0.052884615384615384,-0.2496340821419192,-0.3798076923076923
"('GBIF:7336', 'Cyprinidae')",0.281496062992126,0.1,-0.25138235501871864,-0.44545454545454544
"('GBIF:5483', 'Hominidae')",0.2440944881889764,0.18085106382978725,-0.14745046875644693,-0.19148936170212766
"('GBIF:3925', 'Pinaceae')",0.23917322834645668,-0.11,-0.322437799382272,-0.325
"('GBIF:3073', 'Poaceae')",0.23326771653543307,0.07738095238095238,-0.23515195805836203,-0.36904761904761907
"('GBIF:4691', 'Euphorbiaceae')",0.22933070866141733,0.21621621621621623,-0.21991549565078977,-0.36486486486486486
"('GBIF:7332', 'Clupeidae')",0.22834645669291337,0.06976744186046512,-0.3278218707248378,-0.5116279069767442
"('GBIF:4689', 'Fagaceae')",0.22834645669291337,-0.08333333333333333,-0.3114572015003475,-0.3333333333333333
