Node,Eigenvector_centrality,First Author Score,Team Score,Last Author Score
"('GBIF:798', 'Primates')",0.17424375626714989,0.17592592592592593,-0.14727293248369125,-0.37962962962962965
"('GBIF:587', 'Perciformes')",0.15929295116342712,0.07425742574257425,-0.2350103691262536,-0.48514851485148514
"('GBIF:414', 'Asterales')",0.15774975137904568,-0.03205128205128205,-0.2606114535974684,-0.4423076923076923
"('GBIF:731', 'Artiodactyla')",0.15660609516044513,0.1962025316455696,-0.273638706350748,-0.5506329113924051
"('GBIF:1457', 'Hymenoptera')",0.1539761201231831,0.09411764705882353,-0.19952574963468836,-0.5411764705882353
"('GBIF:1370', 'Fabales')",0.15291194921681794,0.06470588235294118,-0.20223124777502707,-0.24705882352941178
"('GBIF:729', 'Passeriformes')",0.1518583585258469,-0.1631578947368421,-0.3778688465986912,-0.4789473684210526
"('GBIF:538', 'Clupeiformes')",0.15000798213088448,0.1,-0.3232517649974546,-0.55
"('GBIF:640', 'Pinales')",0.14959725295570303,0.02247191011235955,-0.30879849047767316,-0.33146067415730335
"('GBIF:797', 'Lepidoptera')",0.1451350196380579,0.24305555555555555,-0.16603236012958236,-0.24305555555555555
